conversation_id,customer_messages,full_conversation,intent,escalate,escalation_reason,notes
1717969,"@115850 Inconsistent UI, and CVV field missing in the credit card payment section. https://t.co/N1g0D1TJII","[CUSTOMER] @115850 Inconsistent UI, and CVV field missing in the credit card payment section. https://t.co/N1g0D1TJII || [BRAND] @520188 Sorry for the trouble with the payment, Swapnil. Please report this to our support team here: https://t.co/TdDksLo6Mf. ^HD",payment_billing,yes,Escalation reason:,Customer reports a missing CVV field and inconsistent payment interface when trying to pay by credit card.Notes:
1701048,"I'm confused on why this hasn't been dispatched or payment taken. It's due tomorrow, day of release. Normally with Royal mail 😕 @AmazonHelp https://t.co/XiAcKglMvC","[CUSTOMER] I'm confused on why this hasn't been dispatched or payment taken. It's due tomorrow, day of release. Normally with Royal mail 😕 @AmazonHelp https://t.co/XiAcKglMvC || [BRAND] @473466 The payment will be taken once it's dispatched. Please let us know if it doesn't dispatch or arrive by 11PM tomorrow. ^WJ",delivery_issue,no,,Notes:
2898939,"@115821 I just want to know why my prime account doesn’t have prime music. I NEED the Frozen soundtrack to play on my Echo (for my 1yr old)...otherwise, I hear,”I want Anna.” All. Day. Long. But for the life of me I can’t figure out how to contact you. Help!","[CUSTOMER] @115821 I just want to know why my prime account doesn’t have prime music. I NEED the Frozen soundtrack to play on my Echo (for my 1yr old)...otherwise, I hear,”I want Anna.” All. Day. Long. But for the life of me I can’t figure out how to contact you. Help! || [BRAND] @803126 So sorry to hear about the music issue you've run into. You can reach out to us directly here:  https://t.co/hApLpMlfHN ^GS",subscription_service,no,,Notes:
2332744,@115850  @AmazonHelp y u r not providing the exchange facility to one among the smart cities of India n city of destiny VISAKHAPATNAM - AP || @AmazonHelp Hope it makes a positive impact and made this facility available Asap || @AmazonHelp It may b dynamic but still it's an competitive era and a huge competitor to u like @118702 is providing it easily den y can't u? || @AmazonHelp Thank you and have a nice day,"[CUSTOMER] @115850  @AmazonHelp y u r not providing the exchange facility to one among the smart cities of India n city of destiny VISAKHAPATNAM - AP || [BRAND] @675203 forward your feedback to our concerned team internally. 2/2 ^AP || [CUSTOMER] @AmazonHelp Hope it makes a positive impact and made this facility available Asap || [BRAND] @675203 Certainly hope so. Exchange Offers are dependent on our buyback partners and hence is dynamic according to the pincodes. ^AB || [CUSTOMER] @AmazonHelp It may b dynamic but still it's an competitive era and a huge competitor to u like @118702 is providing it easily den y can't u? || [BRAND] @675203 As mentioned, we'll be sure to forward the feedback to the concerned team and work on it. ^AP || [CUSTOMER] @AmazonHelp Thank you and have a nice day || [BRAND] @675203 You're welcome, Rajasekhar. Have a nice day. ^KA",other,no,,Notes:
2615097,@AmazonHelp c'est quoi le but de permettre des précommandes en promettant une livraison le jour-j pour au final annoncer une rupture de stock? Je me retrouve à attendre sans aucune info et sans mon colis... || @AmazonHelp Oui ce matin à 10h,"[CUSTOMER] @AmazonHelp c'est quoi le but de permettre des précommandes en promettant une livraison le jour-j pour au final annoncer une rupture de stock? Je me retrouve à attendre sans aucune info et sans mon colis... || [BRAND] @739215 Bonjour, je suis sincèrement désolée pour cela, avez-vous reçu un email vous indiquant la rupture de stock je vous prie? .
^KE || [CUSTOMER] @AmazonHelp Oui ce matin à 10h",delivery_issue,yes,Escalation reason:,"Customer's preorder was promised for release-day delivery but is now delayed due to stock shortage, with no clear information about when the package will arrive.Notes:"
1085475,@AmazonHelp I need your help. My order's not been delivered since 12th October. My cats are getting uneasy.(becoz I ordered cat litter),[CUSTOMER] @AmazonHelp I need your help. My order's not been delivered since 12th October. My cats are getting uneasy.(becoz I ordered cat litter) || [BRAND] @376054 Sorry to know about the delay with the order. Please connect with us here: https://t.co/00q4Sqj9zL we'll have this checked.^KA,delivery_issue,yes,Escalation reason:,"Order has been undelivered since 12th October, indicating a prolonged delivery delay.Notes:"
2736261,@115830 3 things. 1) why do I pay for Prime delivery when I ordered this Saturday and now won't get it until Wednesday 2) why did you wait until 8pm had gone to let me know it was going to be 2 more days? 3) it's a tablet you make! surely you can deliver your own stuff on time https://t.co/P2QwxZ9XYu,"[CUSTOMER] @115830 3 things. 1) why do I pay for Prime delivery when I ordered this Saturday and now won't get it until Wednesday 2) why did you wait until 8pm had gone to let me know it was going to be 2 more days? 3) it's a tablet you make! surely you can deliver your own stuff on time https://t.co/P2QwxZ9XYu || [BRAND] @700794 We're unable to access your account via Twitter. At your convenience, give us a shout here: https://t.co/JzP7hlA23B We'd be happy to assist with your order in real-time. ^SK",delivery_issue,yes,Escalation reason:,"Prime delivery was delayed by two days, and the customer was only informed after the original promised delivery time had passed.Notes:"
71885,"Very disappointed with @115821 customer service. Terrible experience. The call just got worse and worse.  #AmazonPrime @AmazonHelp || @AmazonHelp Too long to write but when I called it was more of a friendly inquiry and when I hung up I was downright confused, angered and don't know if or when my order will arrive at this point. Horrible call. || @AmazonHelp Is there an email I can write to later?","[CUSTOMER] Very disappointed with @115821 customer service. Terrible experience. The call just got worse and worse.  #AmazonPrime @AmazonHelp || [BRAND] @132127 I  apologise for the bad experience.We would love to help you out with this, but can you just give us a bit more info first. Thank you.^SM || [CUSTOMER] @AmazonHelp Too long to write but when I called it was more of a friendly inquiry and when I hung up I was downright confused, angered and don't know if or when my order will arrive at this point. Horrible call. || [BRAND] @132127 I am very sorry to hear that. Is your current parcel delayed ? Have you been provided with any new tracking information ?  ^CR || [CUSTOMER] @AmazonHelp Is there an email I can write to later? || [BRAND] @132127 Certainly you can email through our contact us pages here:  https://t.co/JzP7hlA23B. ^MI",delivery_issue,yes,Escalation reason:,Customer is unsure whether or when their order will arrive after an unsuccessful customer-service call and reports being left confused and frustrated.Notes:
451871,"@117086 olá. no site da amazon diz que um pedido meu chegou e está disponível para retirada, mas não consigo achar o endereço da retirada ): || @AmazonHelp não sei se veio direto pro meu endereço (aqui em casa disseram que não chegou nada) ou se foi pra algum lugar pra eu retirar. só que se foi a segunda opção, não sei que lugar é esse. não tem endereço nenhum aí. || @AmazonHelp não consegui. vou mandar DM pra vocês.","[CUSTOMER] @117086 olá. no site da amazon diz que um pedido meu chegou e está disponível para retirada, mas não consigo achar o endereço da retirada ): || [BRAND] @222174 Olá jordamn. Você já revisou no seguinte link: https://t.co/O4bqxWoxfg    ?  ^JJ || [CUSTOMER] @AmazonHelp não sei se veio direto pro meu endereço (aqui em casa disseram que não chegou nada) ou se foi pra algum lugar pra eu retirar. só que se foi a segunda opção, não sei que lugar é esse. não tem endereço nenhum aí. || [BRAND] @222174 3) Será exibido o endereço da agência onde você deve fazer a retirada.
O pedido vai ficar disponível para retirada por um prazo de 7 dias corridos a contar da notificação dos Correios. (2/2) ^HC || [CUSTOMER] @AmazonHelp não consegui. vou mandar DM pra vocês. || [BRAND] @222174 Então vamos responder no DM jordamn. ^JJ",missing_package,yes,Escalation reason:,"Customer cannot locate the pickup address and has not received the package at home, requiring further assistance to determine where the order was delivered.Notes:"
2663794,"@AmazonHelp Just ordered some books on .co.uk, was shocked at checkout to see that VAT was only added at the end, not the price I saw.  Is this an error?  Doesn't this violate the Price Marking Order of 2004? || @AmazonHelp That's great.  Does that mean that the ""additional"" VAT charged at checkout was incorrect?  The prices were showing for the UK (5% on books) but shipping to France (5.5% on books). || @AmazonHelp Looks like you added VAT to shipping as well!","[CUSTOMER] @AmazonHelp Just ordered some books on .co.uk, was shocked at checkout to see that VAT was only added at the end, not the price I saw.  Is this an error?  Doesn't this violate the Price Marking Order of 2004? || [BRAND] @380247 Hi, sorry to hear that. You can find more info about VAT on https://t.co/ykTUEmdsQA here: https://t.co/rhlBPibxjd. ^JJ || [CUSTOMER] @AmazonHelp That's great.  Does that mean that the ""additional"" VAT charged at checkout was incorrect?  The prices were showing for the UK (5% on books) but shipping to France (5.5% on books). || [CUSTOMER] @AmazonHelp Looks like you added VAT to shipping as well! || [BRAND] @380247 As we're unable to view your account via Twitter,pls contact here:https://t.co/JzP7hlA23B so we can look into this.^KM",payment_billing,yes,Escalation reason:,"Customer disputes VAT charges added at checkout, including VAT applied to shipping, and requests clarification of the billing.Notes:"
1153792,"Hola, @116928: ¿Me podéis explicar esto de que el envío que esperaba lo recibió ayer ""Felpudo""? https://t.co/5DZOwQ8S2O || @AmazonHelp No. || @AmazonHelp Eso creía que estaba haciendo ¿Amazon Logistics no depende de vosotros? https://t.co/cfKBKmluyS","[CUSTOMER] Hola, @116928: ¿Me podéis explicar esto de que el envío que esperaba lo recibió ayer ""Felpudo""? https://t.co/5DZOwQ8S2O || [BRAND] @391459 Hola Javi, lamento lo sucedido. ¿Has podido hablar con el transportista directamente sobre esta entrega? ^LG || [CUSTOMER] @AmazonHelp No. || [BRAND] @391459 Javi, te sugerimos contactar al transportista. Puedes encontrar la información de contacto aquí: https://t.co/meqnr4QIaC ^HC || [CUSTOMER] @AmazonHelp Eso creía que estaba haciendo ¿Amazon Logistics no depende de vosotros? https://t.co/cfKBKmluyS || [BRAND] @391459 En ese caso, Javi. Por favor contacta con nuestros compañeros de Soporte al Cliente aquí: https://t.co/OjvUxwnzPe. ^LG",missing_package,yes,Escalation reason:,"The shipment appears to have been delivered to an unexpected recipient or location (""Felpudo""), and the customer has not received it.Notes:"
1490322,"Does @115821 have an API for affiliates to search/pull products, and product attributes etc.? || @AmazonHelp exactly what I wanted... thanks :)","[CUSTOMER] Does @115821 have an API for affiliates to search/pull products, and product attributes etc.? || [BRAND] @466112 Hi there! Great question- we do provide our Associates access to our API! More info here: https://t.co/PzSjbIar2Y. Let us know if you have any further questions. ^BL || [CUSTOMER] @AmazonHelp exactly what I wanted... thanks :) || [BRAND] @466112 You're welcome! Let us know if you need help with anything else! ^LS",other,no,,Notes:
440488,@115821 pls get ur shit togeths,"[CUSTOMER] @115821 pls get ur shit togeths || [BRAND] @219503 We'd like to help! Without posting account info, will you please tell us more about what's going on? ^CO",other,no,,Notes:
1277441,@AmazonHelp @115850 Order #406-8190080-6186743 please escalate priority for this order as this is required by tomorrow on urgent basis.,"[CUSTOMER] @AmazonHelp @115850 Order #406-8190080-6186743 please escalate priority for this order as this is required by tomorrow on urgent basis. || [BRAND] @137095 Please don't provide your order number, we consider it to be personal info. Our Twitter page is visible to the public. ^MP",delivery_issue,yes,Escalation reason:,Customer urgently requests priority handling because the order is needed by tomorrow.Notes:
2184541,"@115830 Why are your drivers attempting delivery to Amazon locker after it closed at 11pm!!! Two days in a row. Worried it'll be sent back if not delivered today! It's my Xbox One X Project Scorpio edition console. I don't want it sending back!!!! https://t.co/uikrem5bts || @AmazonHelp Who do I write to to make a formal complaint about the service I've received and the fact that I've lost out on receiving my limited edition Xbox One X Project Scorpio console. #fail @117331 - can you help me?? || @AmazonHelp The parcel due on Tuesday to Amazon locker, wasn't delivered, tracking updated after 11pm saying location closed. Same thing yesterday Parcel is 2 days late. My worry is that the parcel will be returned to Amazon if not delivered today. Drivers deliberately holding on to parcel. || @AmazonHelp I've already done that. I've been on the phone three times today. I need this sorting out urgently otherwise it'll be returned. The Project Scorpio edition is sold out and not likely to come back for purchase now the standard box is due out next week. || @AmazonHelp This is NOT what I wanted! Undeliverable!! I'm looking for compensation now. There's no way you can get this back to me on a new order. Your site says unavailable stock. You really let me down this down 😣😥😭😡 @115830 #wtf #XboxOneX #failbigtime https://t.co/s9q9be8GYo || @AmazonHelp Got no email at all. Checked message centre in Amazon app and via browser. Nothing for today. I've completed that form you asked me to fill in about what's happened but this isn't good enough. I knew this would happen. Very very upsetting to say the least","[CUSTOMER] @115830 Why are your drivers attempting delivery to Amazon locker after it closed at 11pm!!! Two days in a row. Worried it'll be sent back if not delivered today! It's my Xbox One X Project Scorpio edition console. I don't want it sending back!!!! https://t.co/uikrem5bts || [BRAND] @639851 Have you had a chance to phone us to discuss this delivery? If not, please do so here: https://t.co/JzP7hlA23B Keep us posted! ^LB || [CUSTOMER] @AmazonHelp Who do I write to to make a formal complaint about the service I've received and the fact that I've lost out on receiving my limited edition Xbox One X Project Scorpio console. #fail @117331 - can you help me?? || [BRAND] @639851 Oh no! Terribly sorry that we let you down with the delivery, Naguib! Without personal details could you please give us further information on what has happened? Is the package lost, or is it late? ^JD || [CUSTOMER] @AmazonHelp The parcel due on Tuesday to Amazon locker, wasn't delivered, tracking updated after 11pm saying location closed. Same thing yesterday Parcel is 2 days late. My worry is that the parcel will be returned to Amazon if not delivered today. Drivers deliberately holding on to parcel. || [BRAND] @639851 Oh no! We'd like to speak with you directly to discuss available options for your parcel. Please contact us via phone or chat via the following link:  https://t.co/JzP7hlA23B || [CUSTOMER] @AmazonHelp I've already done that. I've been on the phone three times today. I need this sorting out urgently otherwise it'll be returned. The Project Scorpio edition is sold out and not likely to come back for purchase now the standard box is due out next week. || [BRAND] @639851 I understand your concern, Naguib. I'd like a member of my team to personally look into this with you. When you have the chance, please provide more information on the issue here: https://t.co/1FTIMWI18u. ^VB || [CUSTOMER] @AmazonHelp This is NOT what I wanted! Undeliverable!! I'm looking for compensation now. There's no way you can get this back to me on a new order. Your site says unavailable stock. You really let me down this down 😣😥😭😡 @115830 #wtf #XboxOneX #failbigtime https://t.co/s9q9be8GYo || [BRAND] @639851 Oh no! I'm so sorry to see this, Naguib! I know you were really looking forward to receiving this system! Did you happen to receive an email from us explaining what happened to this parcel? You can also check our Message Centre: https://t.co/S6IgyiJM8t ^FR || [CUSTOMER] @AmazonHelp Got no email at all. Checked message centre in Amazon app and via browser. Nothing for today. I've completed that form you asked me to fill in about what's happened but this isn't good enough. I knew this would happen. Very very upsetting to say the least",delivery_issue,yes,Escalation reason:,"The limited-edition Xbox delivery was two days late after repeated failed attempts at a closed locker. The customer contacted support three times, the parcel became undeliverable, and the limited edition is now unavailable.Notes:"
622472,@AmazonHelp so I got to my flat front door and saw my package outside. The tracking in the app said 'Parcel handed to resident'. Luckily it wasn't taken https://t.co/2U7AvLGajB,"[CUSTOMER] @AmazonHelp so I got to my flat front door and saw my package outside. The tracking in the app said 'Parcel handed to resident'. Luckily it wasn't taken https://t.co/2U7AvLGajB || [BRAND] @267745 I'm glad you received your parcel, Scott! We would like to look into this for you. Please reach out to us via phone or chat here when you have a moment: https://t.co/JzP7hlA23B. ^AL",missing_package,no,,Notes:
2289948,kindleってamazonアカウントで買う感じか？ || @AmazonHelp ご丁寧にありがとうございます！,"[CUSTOMER] kindleってamazonアカウントで買う感じか？ || [BRAND] @665240 いきなり失礼いたします、Amazonです。ツイート拝見いたしました。
ご認識のとおり、ご購入いただいたKindleコンテンツのライブラリは、ひとつのアカウントに紐づきます。アカウントに登録の端末やアプリで、共有してご覧いただけます。 RI || [CUSTOMER] @AmazonHelp ご丁寧にありがとうございます！ || [BRAND] @665240 とんでもないことです！Kindleに興味を持っていただき、ありがとうございます。
ご不明な点がありましたら、どうぞご遠慮なくお問い合わせください。https://t.co/Vc3v8mkbpN RI",device_technical,no,,Notes:
21851,"@115850 please don't fool customers. You tell one day delivery with prime, but shows delivery after 5 days! Not at all satisfactory. || @AmazonHelp Oh 🙄","[CUSTOMER] @115850 please don't fool customers. You tell one day delivery with prime, but shows delivery after 5 days! Not at all satisfactory. || [BRAND] @120762 Not all Prime products are eligible for express delivery, Aman. Please refer to this page: https://t.co/bb9E8ffSGy ^JC || [CUSTOMER] @AmazonHelp Oh 🙄",delivery_issue,no,,Notes:
1136546,@115850 Amazon is becoming now company of liars and jokers. all functions lie in tandem,[CUSTOMER] @115850 Amazon is becoming now company of liars and jokers. all functions lie in tandem || [BRAND] @383922 Sorry for the situation. As mentioned earlier we've forwarded this as a feedback to the concerned team internally. ^KA,other,no,,Notes:
2484040,@115821 very very customer support provided by you i order a product and receive defective product and apply for refund many time but not response. I also talk with agents but they not give right suggestion. @118702 is better for purchase.,"[CUSTOMER] @115821 very very customer support provided by you i order a product and receive defective product and apply for refund many time but not response. I also talk with agents but they not give right suggestion. @118702 is better for purchase. || [BRAND] @151603 Sorry to know that you're having trouble with the refund of your order. We'd like to help, please share your details here: https://t.co/beaaDm0muc and we'll look into this. ^MO",return_refund,yes,CONVERSATION 141/250,================================================================================
727307,@AmazonHelp Someone keeps trying to access my account because I'm getting verification codes sent to my phone as if I forgot my pw. HELP,"[CUSTOMER] @AmazonHelp Someone keeps trying to access my account because I'm getting verification codes sent to my phone as if I forgot my pw. HELP || [BRAND] @294226 Hey, sorry to hear. Please reach out - https://t.co/hApLpMlfHN we'll be happy to look into this further for you. ^TP",return_refund,yes,Escalation reason:,"Customer received a defective product and has repeatedly requested a refund without resolution, despite contacting customer service agents.Notes:"
2520644,@115821 LIARS! I literally got prime so I could get my copy of #Oathbringer before leaving for a week &amp; it's been delayed 2 days! 😠😡🔥 || @AmazonHelp It shipped 2 days ago &amp; was only updated that it wouldn't make it until AFTER the 8pm deadline tonight had passed 😕,"[CUSTOMER] @115821 LIARS! I literally got prime so I could get my copy of #Oathbringer before leaving for a week &amp; it's been delayed 2 days! 😠😡🔥 || [BRAND] @717957 I am truly sorry for the delay with your package. Prime Two-Day Shipping refers to business days in transit once shipped, and doesn't include any processing time. Please reach out to us if you don't receive your package by the updated time frame that was given.  ^MO || [CUSTOMER] @AmazonHelp It shipped 2 days ago &amp; was only updated that it wouldn't make it until AFTER the 8pm deadline tonight had passed 😕",delivery_issue,yes,Escalation reason:,"Prime delivery was delayed by two days, and the customer was only informed after the promised 8pm delivery deadline had passed.Notes:"
426130,@115821 @AmazonHelp where is my order for #TurtlesAllTheWayDown by @127390? 🐢 been waiting all morning! 😭 || @AmazonHelp Q68307858043,"[CUSTOMER] @115821 @AmazonHelp where is my order for #TurtlesAllTheWayDown by @127390? 🐢 been waiting all morning! 😭 || [BRAND] @216357 Is there any tracking available?: https://t.co/aaDyEz1VgE ^PK || [CUSTOMER] @AmazonHelp Q68307858043 || [BRAND] @216357 Sorry, we don't have access to your account from here. What does the latest scan on the tracking say? ^AT",delivery_issue,no,,Notes:
1303703,"I'm ready for this! 
@123813 #TNFonPrimeVideo https://t.co/jGrKWFpPnX || @AmazonHelp I'm a Cowboy... but Dolphins","[CUSTOMER] I'm ready for this! 
@123813 #TNFonPrimeVideo https://t.co/jGrKWFpPnX || [BRAND] @424642 Hi, Ernest! I hope you're enjoying the games! Who are you rooting for? :D ^CR || [CUSTOMER] @AmazonHelp I'm a Cowboy... but Dolphins",subscription_service,no,,Notes:
2520633,@AmazonHelp Amigos busco un Samsung Galaxy J5 Prime vendido por Amazon México... || @AmazonHelp Me apareció eso... es un error de enlace supongo https://t.co/F1LXwmt8JN || @AmazonHelp Es que los que aparecen no los venden ustedes lo venden otras empresas y lo envían ustedes. Quiero saber si ustedes venden y envian ese producto || @AmazonHelp Gracias,"[CUSTOMER] @AmazonHelp Amigos busco un Samsung Galaxy J5 Prime vendido por Amazon México... || [BRAND] @143739 ¡Hola Arath! Acá te ofrezco nuestra opciones disponibles para el Samsung Galaxy J5 Prime https://t.co/GMll1qFpax ¡Saludos! ^PC || [CUSTOMER] @AmazonHelp Me apareció eso... es un error de enlace supongo https://t.co/F1LXwmt8JN || [BRAND] @143739 Lo lamento, Arath. Intenta con este: https://t.co/fAdSsChZ9K. ^JQ || [CUSTOMER] @AmazonHelp Es que los que aparecen no los venden ustedes lo venden otras empresas y lo envían ustedes. Quiero saber si ustedes venden y envian ese producto || [BRAND] @143739 En este momento el stock solamente esta disponible a través de otros vendedores externos y no directamente vendido por Amazon, cualquier actualización en nuestro stock lo estaríamos publicado en nuestro sitio web. ^PC || [CUSTOMER] @AmazonHelp Gracias || [BRAND] @143739 Con mucho gusto Arath. Estamos para ayudarte cuando nos necesites. ^JJ",other,no,,Notes:
2943286,"@AmazonHelp @115830 ordered 22nd Nov, dispatched 24th Nov (delayed to box with later order 😡). Still not out for delivery ? Wheres it coming from .. the moon. Before drone delivery try to get normal deliveries sussed. || @AmazonHelp current status .... who knows ......... your online help (chat) team dont even seem to know.","[CUSTOMER] @AmazonHelp @115830 ordered 22nd Nov, dispatched 24th Nov (delayed to box with later order 😡). Still not out for delivery ? Wheres it coming from .. the moon. Before drone delivery try to get normal deliveries sussed. || [BRAND] @759158 Hello Jonathan, sorry you have not received your order. What is the current status of the order that it was delayed to ship out with? Also, what is the delivery date for the later order that was provided with the order confirmation email? ^TE || [CUSTOMER] @AmazonHelp current status .... who knows ......... your online help (chat) team dont even seem to know.",delivery_issue,yes,Escalation reason:,"Order was dispatched on 24th November but remains not out for delivery, with unclear tracking information and unsuccessful assistance from the online chat team.Notes:"
820122,I’ve been saving money for the past two weeks so I can eat - today Amazon charged me for a prime account after my trial and I’m livid,[CUSTOMER] I’ve been saving money for the past two weeks so I can eat - today Amazon charged me for a prime account after my trial and I’m livid || [BRAND] @315357 I'm sorry about that! You can manage and cancel your Prime membership by visiting us here: https://t.co/0yhqz9RHfj ^TK,subscription_service,no,,Notes:
594598,im literally so mad. I haven't been on twitter for like a year nd i reset my password just so I could tell the world how bad @115830  have fucked up,"[CUSTOMER] im literally so mad. I haven't been on twitter for like a year nd i reset my password just so I could tell the world how bad @115830  have fucked up || [BRAND] @260871 Ariel, I'm terribly sorry for your experience! Without giving any personal account information, would you mind telling me what's going on? ^VF",other,no,,Notes:
1658317,@AmazonHelp i am having an issue with my Kindle's battery. I bought it 17 days ago . Please help me into this. || @AmazonHelp And How can i reach the manufacturer,[CUSTOMER] @AmazonHelp i am having an issue with my Kindle's battery. I bought it 17 days ago . Please help me into this. || [BRAND] @206633 I request you to reach out to the manufacturer for further assistance. (2/2) ^SP || [CUSTOMER] @AmazonHelp And How can i reach the manufacturer,device_technical,yes,Escalation reason:,Customer reports a battery problem with a recently purchased Kindle and needs assistance contacting the manufacturer.Notes:
643861,"What's @115821 ? 1 month wasted, 10 hours call, 30 mails, 2 promises, hundreds of robots, no parcel. Ah and 1657.38$ gone. Thanks #Amazon","[CUSTOMER] What's @115821 ? 1 month wasted, 10 hours call, 30 mails, 2 promises, hundreds of robots, no parcel. Ah and 1657.38$ gone. Thanks #Amazon || [BRAND] @272845 I'm sorry for any inconvenience! Without sharing account info, could you tell us more about the situation? ^GM",missing_package,yes,Escalation reason:,"Customer has been without their parcel for a month despite extensive contact with Amazon and reports that $1,657.38 is still tied up or missing.Notes:"
2671809,Thankful for @115821 - unwell and stuck at home but have managed to complete all my Christmas shopping 😝🎄🎅🏽  #happy #ThankyouAmazonPrime || @AmazonHelp Thankyou amazon! I’m due the 6th of January so thought it’s best I get organised in case baby decides to make an early appearance 👶🏽❣️ || @AmazonHelp Aw thankyou!,[CUSTOMER] Thankful for @115821 - unwell and stuck at home but have managed to complete all my Christmas shopping 😝🎄🎅🏽  #happy #ThankyouAmazonPrime || [BRAND] @752321 Wow!! Well-preparedd Aylee- Glad we could be of some help! Feel better! ⛄️ ^NV || [CUSTOMER] @AmazonHelp Thankyou amazon! I’m due the 6th of January so thought it’s best I get organised in case baby decides to make an early appearance 👶🏽❣️ || [BRAND] @752321 Aw exciting! We would love to send an early Xmas pressie from us :) can you provide info here: https://t.co/tkLCr7DNil ^NV || [CUSTOMER] @AmazonHelp Aw thankyou! || [BRAND] @752321 No problem. ^KM,other,no,,Notes:
2621011,"@115830 once again you leave my item behind my neighbour’s gate and post me a calling card to inform me of this. What’s wrong with leaving it behind my gate?? Teach your drivers to read house numbers. Mine is very clear!! || @AmazonHelp This is the third time this has happened. Why is it so difficult to deliver to my house?? I’m just asking for your drivers to pay attention to the house numbers before they deliver, not after! I’m not following this link for the third time.","[CUSTOMER] @115830 once again you leave my item behind my neighbour’s gate and post me a calling card to inform me of this. What’s wrong with leaving it behind my gate?? Teach your drivers to read house numbers. Mine is very clear!! || [BRAND] @740584 Hi, really sorry this has happened! This is not what we want our customers to experience. Please see the following link to prevent this happening again: https://t.co/VvYLOotP8X. ^JC https://t.co/1XyLaGkcaN || [CUSTOMER] @AmazonHelp This is the third time this has happened. Why is it so difficult to deliver to my house?? I’m just asking for your drivers to pay attention to the house numbers before they deliver, not after! I’m not following this link for the third time. || [BRAND] @740584 Sorry to hear of the issue with your delivery. Please reach out to us here: https://t.co/JzP7hlA23B so we can assist further. ^ES",delivery_issue,yes,Escalation reason:,"The package was repeatedly delivered to the neighbor's property instead of the customer's address, and this has happened three times despite previous complaints.Notes:"
5147,"なんかAmazon支払い方法変わりました？？ || @AmazonHelp 今までコンビニで支払いが出きるという支払い方法でAmazonさんにお世話になっていたんですけど、選択画面にその支払い方法が表示されなくて、色々いじってみたんですけどどうにも……！ || @AmazonHelp 親切にどうもありがとうございます(;_;)(;_;) || @AmazonHelp いえいえ！
問題解決しました！！助かりました、ありがとうございます(´；ω；｀)
はい！これからもお世話になります〜🎶","[CUSTOMER] なんかAmazon支払い方法変わりました？？ || [BRAND] @116918 おはようございます！(＾◇＾)
Amazonのお支払い方法にて、何かお困りでしたか？TY || [CUSTOMER] @AmazonHelp 今までコンビニで支払いが出きるという支払い方法でAmazonさんにお世話になっていたんですけど、選択画面にその支払い方法が表示されなくて、色々いじってみたんですけどどうにも……！ || [BRAND] @116918 一部の商品では、コンビニ・ATM・ネットバンキング・電子マネー払いが選択できない場合がございます。詳細は、下記ご参照ください。https://t.co/VcRraQMtn0
なお、クレジットカード以外でのお支払いをご希望の場合は、Amazonギフト券のご利用をご検討くださいませ。TY || [CUSTOMER] @AmazonHelp 親切にどうもありがとうございます(;_;)(;_;) || [BRAND] @116918 突然のリプライで、驚かせてしまってすみませんでした (´・ω・`) 
また、お困りごとやご不明点などあれば、ご遠慮なくお声がけくださいませ。
引き続き、Amazonをよろしくお願いします(o*。_。)oペコッ || [CUSTOMER] @AmazonHelp いえいえ！
問題解決しました！！助かりました、ありがとうございます(´；ω；｀)
はい！これからもお世話になります〜🎶 || [BRAND] @116918 ( ´∀｀)bｸﾞｯ! TY",payment_billing,no,,Notes:
2909241,Amazon can kiss my ass why the hell isnt my package here,"[CUSTOMER] Amazon can kiss my ass why the hell isnt my package here || [BRAND] @805449 Terribly sorry you haven't gotten your order yet, Kaitlyn! What's the most updated tracking info from the carrier stated here: https://t.co/Y5jpI9gRhE ^JZ",delivery_issue,no,,Notes:
1417306,@115821 Continues to fail customers. They sent a 'paper email' about an item not shipping. Item was ordered correctly. #Amaz-ingfail https://t.co/X7srex5iPz || @AmazonHelp Order has already been placed for the 3rd time.   Even with upgraded shipping it will take a week to arrive. 😠,[CUSTOMER] @115821 Continues to fail customers. They sent a 'paper email' about an item not shipping. Item was ordered correctly. #Amaz-ingfail https://t.co/X7srex5iPz || [BRAND] @338819 I'm sorry for the trouble! We'd like to take a closer look at this. Please reach out to us here: https://t.co/hApLpMlfHN ^LJ || [CUSTOMER] @AmazonHelp Order has already been placed for the 3rd time.   Even with upgraded shipping it will take a week to arrive. 😠,delivery_issue,yes,Escalation reason:,"The customer's correctly placed order failed to ship, requiring the order to be placed three times, and even upgraded shipping will take a week.Notes:"
2428206,When you order an orange from @117093 and get a grapefruit. Reasons to switch to @24417.,"[CUSTOMER] When you order an orange from @117093 and get a grapefruit. Reasons to switch to @24417. || [BRAND] @697186 I'm so sorry to hear you received an incorrect item, Mike! Please reach out to us so we may further assist: https://t.co/hApLpMlfHN ^RO",order_issue,yes,Escalation reason:,Customer received a different item than ordered (a grapefruit instead of an orange).Notes:
